cober;gesso;prof;varie;bloc;tens;umid
No millet;4;0-0.05;Pérola;2;6;0.2436
No millet;4;0-0.05;Pérola;3;6;0.2517
No millet;4;0-0.05;Pérola;4;6;0.2227
No millet;4;0-0.05;Pérola;1;8;0.1891
No millet;4;0-0.05;Pérola;2;8;0.2171
No millet;4;0-0.05;Pérola;3;8;0.2129
No millet;4;0-0.05;Pérola;4;8;0.1921
No millet;4;0-0.05;Pérola;1;9;0.1771
No millet;4;0-0.05;Pérola;2;9;0.2031
No millet;4;0-0.05;Pérola;3;9;0.1992
No millet;4;0-0.05;Pérola;4;9;0.1819
No millet;4;0-0.05;Pérola;1;10;0.173
No millet;4;0-0.05;Pérola;2;10;0.1919
No millet;4;0-0.05;Pérola;3;10;0.1901
No millet;4;0-0.05;Pérola;4;10;0.1736
No millet;4;0-0.05;Pérola;1;33;0.1174
No millet;4;0-0.05;Pérola;2;33;0.1193
No millet;4;0-0.05;Pérola;3;33;0.1279
No millet;4;0-0.05;Pérola;4;33;0.1187
No millet;4;0-0.05;Pérola;1;66;0.1028
No millet;4;0-0.05;Pérola;2;66;0.11
No millet;4;0-0.05;Pérola;3;66;0.1124
No millet;4;0-0.05;Pérola;4;66;0.1043
No millet;4;0-0.05;Pérola;1;100;0.0993
No millet;4;0-0.05;Pérola;2;100;0.1048
No millet;4;0-0.05;Pérola;3;100;0.1116
No millet;4;0-0.05;Pérola;4;100;0.1022
No millet;4;0-0.05;Pérola;1;300;0.1015
No millet;4;0-0.05;Pérola;2;300;0.1159
No millet;4;0-0.05;Pérola;3;300;0.1236
No millet;4;0-0.05;Pérola;4;300;0.1035
No millet;4;0-0.05;Pérola;1;1500;0.102
No millet;4;0-0.05;Pérola;2;1500;0.1163
No millet;4;0-0.05;Pérola;3;1500;0.1024
No millet;4;0-0.05;Pérola;4;1500;0.1058
No millet;4;0-0.05;Smooth cayenne;1;0;0.4066
No millet;4;0-0.05;Smooth cayenne;2;0;0.3832
No millet;4;0-0.05;Smooth cayenne;3;0;0.4013
No millet;4;0-0.05;Smooth cayenne;4;0;0.4124
No millet;4;0-0.05;Smooth cayenne;1;1;0.3825
No millet;4;0-0.05;Smooth cayenne;2;1;0.365
No millet;4;0-0.05;Smooth cayenne;3;1;0.3803
No millet;4;0-0.05;Smooth cayenne;4;1;0.4041
No millet;4;0-0.05;Smooth cayenne;1;2;0.3607
No millet;4;0-0.05;Smooth cayenne;2;2;0.3405
No millet;4;0-0.05;Smooth cayenne;3;2;0.3499
No millet;4;0-0.05;Smooth cayenne;4;2;0.37
No millet;4;0-0.05;Smooth cayenne;1;4;0.2897
No millet;4;0-0.05;Smooth cayenne;2;4;0.2872
No millet;4;0-0.05;Smooth cayenne;3;4;0.2836
No millet;4;0-0.05;Smooth cayenne;4;4;0.2806
No millet;4;0-0.05;Smooth cayenne;1;6;0.2361
No millet;4;0-0.05;Smooth cayenne;2;6;0.2379
No millet;4;0-0.05;Smooth cayenne;3;6;0.2431
No millet;4;0-0.05;Smooth cayenne;4;6;0.2275
No millet;4;0-0.05;Smooth cayenne;1;8;0.2074
No millet;4;0-0.05;Smooth cayenne;2;8;0.2128
No millet;4;0-0.05;Smooth cayenne;3;8;0.2174
No millet;4;0-0.05;Smooth cayenne;4;8;0.1993
No millet;4;0-0.05;Smooth cayenne;1;9;0.1923
No millet;4;0-0.05;Smooth cayenne;2;9;0.1936
No millet;4;0-0.05;Smooth cayenne;3;9;0.2025
No millet;4;0-0.05;Smooth cayenne;4;9;0.1861
No millet;4;0-0.05;Smooth cayenne;1;10;0.1832
No millet;4;0-0.05;Smooth cayenne;2;10;0.1878
No millet;4;0-0.05;Smooth cayenne;3;10;0.1953
No millet;4;0-0.05;Smooth cayenne;4;10;0.1779
No millet;4;0-0.05;Smooth cayenne;1;33;0.1256
No millet;4;0-0.05;Smooth cayenne;2;33;0.1256
No millet;4;0-0.05;Smooth cayenne;3;33;0.1319
No millet;4;0-0.05;Smooth cayenne;4;33;0.1239
No millet;4;0-0.05;Smooth cayenne;1;66;0.1225
No millet;4;0-0.05;Smooth cayenne;2;66;0.1098
No millet;4;0-0.05;Smooth cayenne;3;66;0.115
No millet;4;0-0.05;Smooth cayenne;4;66;0.1229
No millet;4;0-0.05;Smooth cayenne;1;100;0.1201
No millet;4;0-0.05;Smooth cayenne;2;100;0.11
No millet;4;0-0.05;Smooth cayenne;3;100;0.1112
No millet;4;0-0.05;Smooth cayenne;4;100;0.1187
No millet;4;0-0.05;Smooth cayenne;1;300;0.1291
No millet;4;0-0.05;Smooth cayenne;2;300;0.1123
No millet;4;0-0.05;Smooth cayenne;3;300;0.1043
No millet;4;0-0.05;Smooth cayenne;4;300;0.0882
No millet;4;0-0.05;Smooth cayenne;1;1500;0.1276
No millet;4;0-0.05;Smooth cayenne;2;1500;0.116
No millet;4;0-0.05;Smooth cayenne;3;1500;0.1107
No millet;4;0-0.05;Smooth cayenne;4;1500;0.0721
No millet;4;0-0.05;IAC Fantástico;1;0;0.3768
No millet;4;0-0.05;IAC Fantástico;2;0;0.4434
No millet;4;0-0.05;IAC Fantástico;3;0;0.3964
No millet;4;0-0.05;IAC Fantástico;4;0;0.258
No millet;4;0-0.05;IAC Fantástico;1;1;0.3738
No millet;4;0-0.05;IAC Fantástico;2;1;0.4433
No millet;4;0-0.05;IAC Fantástico;3;1;0.3769
No millet;4;0-0.05;IAC Fantástico;4;1;0.263
No millet;4;0-0.05;IAC Fantástico;1;2;0.345
No millet;4;0-0.05;IAC Fantástico;2;2;0.4239
No millet;4;0-0.05;IAC Fantástico;3;2;0.3726
No millet;4;0-0.05;IAC Fantástico;4;2;0.2608
No millet;4;0-0.05;IAC Fantástico;1;4;0.2724
No millet;4;0-0.05;IAC Fantástico;2;4;0.3259
No millet;4;0-0.05;IAC Fantástico;3;4;0.32
No millet;4;0-0.05;IAC Fantástico;4;4;0.256
No millet;4;0-0.05;IAC Fantástico;1;6;0.2295
No millet;4;0-0.05;IAC Fantástico;2;6;0.2457
No millet;4;0-0.05;IAC Fantástico;3;6;0.2675
No millet;4;0-0.05;IAC Fantástico;4;6;0.2433
No millet;4;0-0.05;IAC Fantástico;1;8;0.2022
No millet;4;0-0.05;IAC Fantástico;2;8;0.2035
No millet;4;0-0.05;IAC Fantástico;3;8;0.2403
No millet;4;0-0.05;IAC Fantástico;4;8;0.2281
No millet;4;0-0.05;IAC Fantástico;1;9;0.1879
No millet;4;0-0.05;IAC Fantástico;2;9;0.1875
No millet;4;0-0.05;IAC Fantástico;3;9;0.2306
No millet;4;0-0.05;IAC Fantástico;4;9;0.2095
No millet;4;0-0.05;IAC Fantástico;1;10;0.1826
No millet;4;0-0.05;IAC Fantástico;2;10;0.1752
No millet;4;0-0.05;IAC Fantástico;3;10;0.2204
No millet;4;0-0.05;IAC Fantástico;4;10;0.1996
No millet;4;0-0.05;IAC Fantástico;1;33;0.1151
No millet;4;0-0.05;IAC Fantástico;2;33;0.1183
No millet;4;0-0.05;IAC Fantástico;3;33;0.1421
No millet;4;0-0.05;IAC Fantástico;4;33;0.1467
No millet;4;0-0.05;IAC Fantástico;1;66;0.1057
No millet;4;0-0.05;IAC Fantástico;2;66;0.1141
No millet;4;0-0.05;IAC Fantástico;3;66;0.1322
No millet;4;0-0.05;IAC Fantástico;4;66;0.125
No millet;4;0-0.05;IAC Fantástico;1;100;0.1063
No millet;4;0-0.05;IAC Fantástico;2;100;0.1133
No millet;4;0-0.05;IAC Fantástico;3;100;0.1455
No millet;4;0-0.05;IAC Fantástico;4;100;0.1078
No millet;4;0-0.05;IAC Fantástico;1;300;0.1092
No millet;4;0-0.05;IAC Fantástico;2;300;0.0927
No millet;4;0-0.05;IAC Fantástico;3;300;0.1829
No millet;4;0-0.05;IAC Fantástico;4;300;0.0924
No millet;4;0-0.05;IAC Fantástico;1;1500;0.1012
No millet;4;0-0.05;IAC Fantástico;2;1500;0.0775
No millet;4;0-0.05;IAC Fantástico;3;1500;0.1282
No millet;4;0-0.05;IAC Fantástico;4;1500;0.0659
No millet;4;0-0.05;Imperial;1;0;0.3946
No millet;4;0-0.05;Imperial;2;0;0.4966
No millet;4;0-0.05;Imperial;3;0;0.3845
No millet;4;0-0.05;Imperial;4;0;0.3417
No millet;4;0-0.05;Imperial;1;1;0.3694
No millet;4;0-0.05;Imperial;2;1;0.4667
No millet;4;0-0.05;Imperial;3;1;0.356
No millet;4;0-0.05;Imperial;4;1;0.3605
No millet;4;0-0.05;Imperial;1;2;0.3414
No millet;4;0-0.05;Imperial;2;2;0.4013
No millet;4;0-0.05;Imperial;3;2;0.3242
No millet;4;0-0.05;Imperial;4;2;0.3568
No millet;4;0-0.05;Imperial;1;4;0.2746
No millet;4;0-0.05;Imperial;2;4;0.311
No millet;4;0-0.05;Imperial;3;4;0.2633
No millet;4;0-0.05;Imperial;4;4;0.2586
No millet;4;0-0.05;Imperial;1;6;0.2337
No millet;4;0-0.05;Imperial;2;6;0.25
No millet;4;0-0.05;Imperial;3;6;0.2238
No millet;4;0-0.05;Imperial;4;6;0.2276
No millet;4;0-0.05;Imperial;1;8;0.2119
No millet;4;0-0.05;Imperial;2;8;0.2173
No millet;4;0-0.05;Imperial;3;8;0.2025
No millet;4;0-0.05;Imperial;4;8;0.1627
No millet;4;0-0.05;Imperial;1;9;0.1997
No millet;4;0-0.05;Imperial;2;9;0.2038
No millet;4;0-0.05;Imperial;3;9;0.192
No millet;4;0-0.05;Imperial;4;9;0.1503
No millet;4;0-0.05;Imperial;1;10;0.1958
No millet;4;0-0.05;Imperial;2;10;0.1936
No millet;4;0-0.05;Imperial;3;10;0.1876
No millet;4;0-0.05;Imperial;4;10;0.1445
No millet;4;0-0.05;Imperial;1;33;0.1254
No millet;4;0-0.05;Imperial;2;33;0.1159
No millet;4;0-0.05;Imperial;3;33;0.1239
No millet;4;0-0.05;Imperial;4;33;0.1084
No millet;4;0-0.05;Imperial;1;66;0.111
No millet;4;0-0.05;Imperial;2;66;0.1056
No millet;4;0-0.05;Imperial;3;66;0.1096
No millet;4;0-0.05;Imperial;4;66;0.0926
No millet;4;0-0.05;Imperial;1;100;0.1115
No millet;4;0-0.05;Imperial;2;100;0.1074
No millet;4;0-0.05;Imperial;3;100;0.1057
No millet;4;0-0.05;Imperial;4;100;0.0888
No millet;4;0-0.05;Imperial;1;300;0.1113
No millet;4;0-0.05;Imperial;2;300;0.0987
No millet;4;0-0.05;Imperial;3;300;0.102
No millet;4;0-0.05;Imperial;4;300;0.0694
No millet;4;0-0.05;Imperial;1;1500;0.1002
No millet;4;0-0.05;Imperial;2;1500;0.0892
No millet;4;0-0.05;Imperial;3;1500;0.0979
No millet;4;0-0.05;Imperial;4;1500;0.0468
No millet;4;0.05-0.20;Pérola;1;0;0.2834
No millet;4;0.05-0.20;Pérola;2;0;0.3309
No millet;4;0.05-0.20;Pérola;3;0;0.2651
No millet;4;0.05-0.20;Pérola;4;0;0.2994
No millet;4;0.05-0.20;Pérola;1;1;0.2771
No millet;4;0.05-0.20;Pérola;2;1;0.3303
No millet;4;0.05-0.20;Pérola;3;1;0.2667
No millet;4;0.05-0.20;Pérola;4;1;0.3121
No millet;4;0.05-0.20;Pérola;1;2;0.2847
No millet;4;0.05-0.20;Pérola;2;2;0.3287
No millet;4;0.05-0.20;Pérola;3;2;0.2701
No millet;4;0.05-0.20;Pérola;4;2;0.3215
No millet;4;0.05-0.20;Pérola;1;4;0.2646
No millet;4;0.05-0.20;Pérola;2;4;0.3228
No millet;4;0.05-0.20;Pérola;3;4;0.2707
No millet;4;0.05-0.20;Pérola;4;4;0.3354
No millet;4;0.05-0.20;Pérola;1;6;0.2155
No millet;4;0.05-0.20;Pérola;2;6;0.296
No millet;4;0.05-0.20;Pérola;3;6;0.2533
No millet;4;0.05-0.20;Pérola;4;6;0.3158
No millet;4;0.05-0.20;Pérola;1;8;0.1795
No millet;4;0.05-0.20;Pérola;2;8;0.2703
No millet;4;0.05-0.20;Pérola;3;8;0.2314
No millet;4;0.05-0.20;Pérola;4;8;0.2705
No millet;4;0.05-0.20;Pérola;1;9;0.1687
No millet;4;0.05-0.20;Pérola;2;9;0.2489
No millet;4;0.05-0.20;Pérola;3;9;0.206
No millet;4;0.05-0.20;Pérola;4;9;0.2443
No millet;4;0.05-0.20;Pérola;1;10;0.1603
No millet;4;0.05-0.20;Pérola;2;10;0.2403
No millet;4;0.05-0.20;Pérola;3;10;0.1907
No millet;4;0.05-0.20;Pérola;4;10;0.2301
No millet;4;0.05-0.20;Pérola;1;33;0.1163
No millet;4;0.05-0.20;Pérola;2;33;0.1629
No millet;4;0.05-0.20;Pérola;3;33;0.1306
No millet;4;0.05-0.20;Pérola;4;33;0.1622
No millet;4;0.05-0.20;Pérola;1;66;0.1069
No millet;4;0.05-0.20;Pérola;2;66;0.153
No millet;4;0.05-0.20;Pérola;3;66;0.1108
No millet;4;0.05-0.20;Pérola;4;66;0.135
No millet;4;0.05-0.20;Pérola;1;100;0.0993
No millet;4;0.05-0.20;Pérola;2;100;0.1375
No millet;4;0.05-0.20;Pérola;3;100;0.0985
No millet;4;0.05-0.20;Pérola;4;100;0.1255
No millet;4;0.05-0.20;Pérola;1;300;0.0792
No millet;4;0.05-0.20;Pérola;2;300;0.1287
No millet;4;0.05-0.20;Pérola;3;300;0.0894
No millet;4;0.05-0.20;Pérola;4;300;0.1183
No millet;4;0.05-0.20;Pérola;1;1500;0.0503
No millet;4;0.05-0.20;Pérola;2;1500;0.1213
No millet;4;0.05-0.20;Pérola;3;1500;0.0513
No millet;4;0.05-0.20;Pérola;4;1500;0.1085
No millet;4;0.05-0.20;Smooth cayenne;1;0;0.2797
No millet;4;0.05-0.20;Smooth cayenne;2;0;0.2891
No millet;4;0.05-0.20;Smooth cayenne;3;0;0.3104
No millet;4;0.05-0.20;Smooth cayenne;4;0;0.3762
No millet;4;0.05-0.20;Smooth cayenne;1;1;0.2837
No millet;4;0.05-0.20;Smooth cayenne;2;1;0.2915
No millet;4;0.05-0.20;Smooth cayenne;3;1;0.3057
No millet;4;0.05-0.20;Smooth cayenne;4;1;0.3714
No millet;4;0.05-0.20;Smooth cayenne;1;2;0.3016
No millet;4;0.05-0.20;Smooth cayenne;2;2;0.3089
No millet;4;0.05-0.20;Smooth cayenne;3;2;0.3008
No millet;4;0.05-0.20;Smooth cayenne;4;2;0.356
No millet;4;0.05-0.20;Smooth cayenne;1;4;0.2896
No millet;4;0.05-0.20;Smooth cayenne;2;4;0.3061
No millet;4;0.05-0.20;Smooth cayenne;3;4;0.266
No millet;4;0.05-0.20;Smooth cayenne;4;4;0.2952
No millet;4;0.05-0.20;Smooth cayenne;1;6;0.2672
No millet;4;0.05-0.20;Smooth cayenne;2;6;0.2858
No millet;4;0.05-0.20;Smooth cayenne;3;6;0.2146
No millet;4;0.05-0.20;Smooth cayenne;4;6;0.2268
No millet;4;0.05-0.20;Smooth cayenne;1;8;0.2303
No millet;4;0.05-0.20;Smooth cayenne;2;8;0.2617
No millet;4;0.05-0.20;Smooth cayenne;3;8;0.1954
No millet;4;0.05-0.20;Smooth cayenne;4;8;0.1903
No millet;4;0.05-0.20;Smooth cayenne;1;9;0.2083
No millet;4;0.05-0.20;Smooth cayenne;2;9;0.2442
No millet;4;0.05-0.20;Smooth cayenne;3;9;0.1665
No millet;4;0.05-0.20;Smooth cayenne;4;9;0.1753
No millet;4;0.05-0.20;Smooth cayenne;1;10;0.1975
No millet;4;0.05-0.20;Smooth cayenne;2;10;0.2319
No millet;4;0.05-0.20;Smooth cayenne;3;10;0.1592
No millet;4;0.05-0.20;Smooth cayenne;4;10;0.1674
No millet;4;0.05-0.20;Smooth cayenne;1;33;0.1255
No millet;4;0.05-0.20;Smooth cayenne;2;33;0.1624
No millet;4;0.05-0.20;Smooth cayenne;3;33;0.1125
No millet;4;0.05-0.20;Smooth cayenne;4;33;0.127
No millet;4;0.05-0.20;Smooth cayenne;1;66;0.1054
No millet;4;0.05-0.20;Smooth cayenne;2;66;0.137
No millet;4;0.05-0.20;Smooth cayenne;3;66;0.1098
No millet;4;0.05-0.20;Smooth cayenne;4;66;0.1136
No millet;4;0.05-0.20;Smooth cayenne;1;100;0.0966
No millet;4;0.05-0.20;Smooth cayenne;2;100;0.128
No millet;4;0.05-0.20;Smooth cayenne;3;100;0.0948
No millet;4;0.05-0.20;Smooth cayenne;4;100;0.1122
No millet;4;0.05-0.20;Smooth cayenne;1;300;0.0841
No millet;4;0.05-0.20;Smooth cayenne;2;300;0.1183
No millet;4;0.05-0.20;Smooth cayenne;3;300;0.0938
No millet;4;0.05-0.20;Smooth cayenne;4;300;0.1167
No millet;4;0.05-0.20;Smooth cayenne;1;1500;0.0634
No millet;4;0.05-0.20;Smooth cayenne;2;1500;0.0912
No millet;4;0.05-0.20;Smooth cayenne;3;1500;0.0646
No millet;4;0.05-0.20;Smooth cayenne;4;1500;0.0731
No millet;4;0.05-0.20;IAC Fantástico;1;0;0.3846
No millet;4;0.05-0.20;IAC Fantástico;2;0;0.2721
No millet;4;0.05-0.20;IAC Fantástico;3;0;0.3795
No millet;4;0.05-0.20;IAC Fantástico;4;0;0.3816
No millet;4;0.05-0.20;IAC Fantástico;1;1;0.3628
No millet;4;0.05-0.20;IAC Fantástico;2;1;0.2625
No millet;4;0.05-0.20;IAC Fantástico;3;1;0.3861
No millet;4;0.05-0.20;IAC Fantástico;4;1;0.392
No millet;4;0.05-0.20;IAC Fantástico;1;2;0.323
No millet;4;0.05-0.20;IAC Fantástico;2;2;0.2656
No millet;4;0.05-0.20;IAC Fantástico;3;2;0.3662
No millet;4;0.05-0.20;IAC Fantástico;4;2;0.392
No millet;4;0.05-0.20;IAC Fantástico;1;4;0.2692
No millet;4;0.05-0.20;IAC Fantástico;2;4;0.2597
No millet;4;0.05-0.20;IAC Fantástico;3;4;0.284
No millet;4;0.05-0.20;IAC Fantástico;4;4;0.2897
No millet;4;0.05-0.20;IAC Fantástico;1;6;0.2324
No millet;4;0.05-0.20;IAC Fantástico;2;6;0.2076
No millet;4;0.05-0.20;IAC Fantástico;3;6;0.2075
No millet;4;0.05-0.20;IAC Fantástico;4;6;0.2114
No millet;4;0.05-0.20;IAC Fantástico;1;8;0.2057
No millet;4;0.05-0.20;IAC Fantástico;2;8;0.1926
No millet;4;0.05-0.20;IAC Fantástico;3;8;0.1614
No millet;4;0.05-0.20;IAC Fantástico;4;8;0.1776
No millet;4;0.05-0.20;IAC Fantástico;1;9;0.1913
No millet;4;0.05-0.20;IAC Fantástico;2;9;0.178
No millet;4;0.05-0.20;IAC Fantástico;3;9;0.1477
No millet;4;0.05-0.20;IAC Fantástico;4;9;0.161
No millet;4;0.05-0.20;IAC Fantástico;1;10;0.1849
No millet;4;0.05-0.20;IAC Fantástico;2;10;0.164
No millet;4;0.05-0.20;IAC Fantástico;3;10;0.1383
No millet;4;0.05-0.20;IAC Fantástico;4;10;0.1525
No millet;4;0.05-0.20;IAC Fantástico;1;33;0.1362
No millet;4;0.05-0.20;IAC Fantástico;2;33;0.125
No millet;4;0.05-0.20;IAC Fantástico;3;33;0.0876
No millet;4;0.05-0.20;IAC Fantástico;4;33;0.1008
No millet;4;0.05-0.20;IAC Fantástico;1;66;0.1254
No millet;4;0.05-0.20;IAC Fantástico;2;66;0.1101
No millet;4;0.05-0.20;IAC Fantástico;3;66;0.0869
No millet;4;0.05-0.20;IAC Fantástico;4;66;0.0846
No millet;4;0.05-0.20;IAC Fantástico;1;100;0.1063
No millet;4;0.05-0.20;IAC Fantástico;2;100;0.1025
No millet;4;0.05-0.20;IAC Fantástico;3;100;0.0767
No millet;4;0.05-0.20;IAC Fantástico;4;100;0.0788
No millet;4;0.05-0.20;IAC Fantástico;1;300;0.0943
No millet;4;0.05-0.20;IAC Fantástico;2;300;0.0915
No millet;4;0.05-0.20;IAC Fantástico;3;300;0.0646
No millet;4;0.05-0.20;IAC Fantástico;4;300;0.0746
No millet;4;0.05-0.20;IAC Fantástico;1;1500;0.0714
No millet;4;0.05-0.20;IAC Fantástico;2;1500;0.0579
No millet;4;0.05-0.20;IAC Fantástico;3;1500;0.0388
No millet;4;0.05-0.20;IAC Fantástico;4;1500;0.0574
No millet;4;0.05-0.20;Imperial;1;0;0.3165
No millet;4;0.05-0.20;Imperial;2;0;0.349
No millet;4;0.05-0.20;Imperial;3;0;0.4273
No millet;4;0.05-0.20;Imperial;4;0;0.3007
No millet;4;0.05-0.20;Imperial;1;1;0.3057
No millet;4;0.05-0.20;Imperial;2;1;0.3308
No millet;4;0.05-0.20;Imperial;3;1;0.41
No millet;4;0.05-0.20;Imperial;4;1;0.2995
No millet;4;0.05-0.20;Imperial;1;2;0.3008
No millet;4;0.05-0.20;Imperial;2;2;0.3097
No millet;4;0.05-0.20;Imperial;3;2;0.4027
No millet;4;0.05-0.20;Imperial;4;2;0.3149
No millet;4;0.05-0.20;Imperial;1;4;0.2496
No millet;4;0.05-0.20;Imperial;2;4;0.2663
No millet;4;0.05-0.20;Imperial;3;4;0.3004
No millet;4;0.05-0.20;Imperial;4;4;0.3104
No millet;4;0.05-0.20;Imperial;1;6;0.1948
No millet;4;0.05-0.20;Imperial;2;6;0.2158
No millet;4;0.05-0.20;Imperial;3;6;0.2303
No millet;4;0.05-0.20;Imperial;4;6;0.27
No millet;4;0.05-0.20;Imperial;1;8;0.1674
No millet;4;0.05-0.20;Imperial;2;8;0.1774
No millet;4;0.05-0.20;Imperial;3;8;0.1941
No millet;4;0.05-0.20;Imperial;4;8;0.2289
No millet;4;0.05-0.20;Imperial;1;9;0.1551
No millet;4;0.05-0.20;Imperial;2;9;0.1694
No millet;4;0.05-0.20;Imperial;3;9;0.1814
No millet;4;0.05-0.20;Imperial;4;9;0.2149
No millet;4;0.05-0.20;Imperial;1;10;0.1504
No millet;4;0.05-0.20;Imperial;2;10;0.1657
No millet;4;0.05-0.20;Imperial;3;10;0.1695
No millet;4;0.05-0.20;Imperial;4;10;0.2057
No millet;4;0.05-0.20;Imperial;1;33;0.1108
No millet;4;0.05-0.20;Imperial;2;33;0.1118
No millet;4;0.05-0.20;Imperial;3;33;0.1276
No millet;4;0.05-0.20;Imperial;4;33;0.1495
No millet;4;0.05-0.20;Imperial;1;66;0.1051
No millet;4;0.05-0.20;Imperial;2;66;0.1111
No millet;4;0.05-0.20;Imperial;3;66;0.1133
No millet;4;0.05-0.20;Imperial;4;66;0.139
No millet;4;0.05-0.20;Imperial;1;100;0.0945
No millet;4;0.05-0.20;Imperial;2;100;0.1044
No millet;4;0.05-0.20;Imperial;3;100;0.1136
No millet;4;0.05-0.20;Imperial;4;100;0.1267
No millet;4;0.05-0.20;Imperial;1;300;0.0815
No millet;4;0.05-0.20;Imperial;2;300;0.0898
No millet;4;0.05-0.20;Imperial;3;300;0.1036
No millet;4;0.05-0.20;Imperial;4;300;0.1244
No millet;4;0.05-0.20;Imperial;1;1500;0.063
No millet;4;0.05-0.20;Imperial;2;1500;0.057
No millet;4;0.05-0.20;Imperial;3;1500;0.0904
No millet;4;0.05-0.20;Imperial;4;1500;0.1011
