exp,spp,iso,rep,tem,day,mm1,mm2
1,Cf,12J41,1,30,5,20.56,19.26
1,Cf,12J41,2,30,5,21.91,23.33
1,Cf,12J41,3,30,5,22.07,23.02
1,Cf,11K11,1,35,5,4,4
1,Cf,11K11,2,35,5,4,4
1,Cf,11K11,3,35,5,4,4
1,Cf,11K17,1,35,5,4,4
1,Cf,11K17,2,35,5,4,4
1,Cf,11K17,3,35,5,4,4
1,Cf,11J23,1,35,5,4,4
1,Cf,11J23,2,35,5,4,4
1,Cf,11J23,3,35,5,4,4
1,Cf,12D46,1,35,5,4,4
1,Cf,12D46,2,35,5,4,4
1,Cf,12D46,3,35,5,4,4
1,Cf,12J05,1,35,5,4,4
1,Cf,12J05,2,35,5,4,4
1,Cf,12J05,3,35,5,4,4
1,Cf,12J41,1,35,5,4,4
1,Cf,12J41,2,35,5,4,4
1,Cf,12J41,3,35,5,4,4
1,Cf,11K11,1,10,6,7.99,8.38
1,Cf,11K11,2,10,6,7.91,7.14
1,Cf,11K11,3,10,6,9.24,8.34
1,Cf,11K17,1,10,6,10.83,11.27
1,Cf,11K17,2,10,6,7.43,7.78
1,Cf,11K17,3,10,6,7.62,7.79
1,Cf,11J23,1,10,6,9.35,9.11
1,Cf,11J23,2,10,6,10.49,9.86
1,Cf,11J23,3,10,6,12.84,11.19
1,Cf,12D46,1,10,6,11.24,9.9
1,Cf,12D46,2,10,6,7.71,9.14
1,Cf,12D46,3,10,6,6.96,6.51
1,Cf,12J05,1,10,6,7.45,7.64
1,Cf,12J05,2,10,6,7.04,7.68
1,Cf,12J05,3,10,6,6.95,9.61
1,Cf,12J41,1,10,6,7.51,7.49
1,Cf,12J41,2,10,6,6.61,6.86
1,Cf,12J41,3,10,6,9.4,7.31
1,Cf,11K11,1,15,6,21.7,22
1,Cf,11K11,2,15,6,23.65,23.71
1,Cf,11K11,3,15,6,22.89,27.79
1,Cf,11K17,1,15,6,24.19,24.25
1,Cf,11K17,2,15,6,25.05,23.72
1,Cf,11K17,3,15,6,24.15,24.58
1,Cf,11J23,1,15,6,24.07,24.75
1,Cf,11J23,2,15,6,24.91,25.62
1,Cf,11J23,3,15,6,23.79,24.17
1,Cf,12D46,1,15,6,23.65,23.29
1,Cf,12D46,2,15,6,24.86,24.51
1,Cf,12D46,3,15,6,24.41,24.71
1,Cf,12J05,1,15,6,20.85,22.16
1,Cf,12J05,2,15,6,22.67,23.09
1,Cf,12J05,3,15,6,23.03,23.33
1,Cf,12J41,1,15,6,19.28,20.33
1,Cf,12J41,2,15,6,21.15,19.11
1,Cf,12J41,3,15,6,20.22,19.79
1,Cf,11K11,1,20,6,30.72,30.98
1,Cf,11K11,2,20,6,32.02,31.15
1,Cf,11K11,3,20,6,30.41,31.49
1,Cf,11K17,1,20,6,32.22,32.91
1,Cf,11K17,2,20,6,32.73,33.07
1,Cf,11K17,3,20,6,32.45,32.17
1,Cf,11J23,1,20,6,32.49,32.08
1,Cf,11J23,2,20,6,32.4,31.81
1,Cf,11J23,3,20,6,32.67,32.54
1,Cf,12D46,1,20,6,32.7,32.61
1,Cf,12D46,2,20,6,33,32.01
1,Cf,12D46,3,20,6,30.9,31.4
1,Cf,12J05,1,20,6,31.04,30.83
1,Cf,12J05,2,20,6,30.6,30.61
1,Cf,12J05,3,20,6,30.54,30.34
1,Cf,12J41,1,20,6,26.63,28.69
1,Cf,12J41,2,20,6,28.83,28.12
1,Cf,12J41,3,20,6,28.43,30.84
1,Cf,11K11,1,25,6,40.91,41.2
1,Cf,11K11,2,25,6,40.85,41.68
1,Cf,11K11,3,25,6,41.14,41.79
1,Cf,11K17,1,25,6,42.34,41.92
1,Cf,11K17,2,25,6,41.59,43.62
1,Cf,11K17,3,25,6,42.93,42.57
1,Cf,11J23,1,25,6,42.36,43.26
1,Cf,11J23,2,25,6,42.39,42.6
1,Cf,11J23,3,25,6,43.57,43.36
1,Cf,12D46,1,25,6,41.39,40.91
1,Cf,12D46,2,25,6,41.81,41.19
1,Cf,12D46,3,25,6,43.15,42.56
1,Cf,12J05,1,25,6,40.8,40.93
1,Cf,12J05,2,25,6,41.93,41.52
1,Cf,12J05,3,25,6,41.34,41.43
1,Cf,12J41,1,25,6,40.46,39.28
1,Cf,12J41,2,25,6,40.6,41.78
1,Cf,12J41,3,25,6,41.46,41.28
1,Cf,11K11,1,30,6,26.12,25.68
1,Cf,11K11,2,30,6,26.21,25.96
1,Cf,11K11,3,30,6,25.39,26.7
1,Cf,11K17,1,30,6,26.32,26.07
1,Cf,11K17,2,30,6,26.37,26.75
1,Cf,11K17,3,30,6,26.79,27.36
1,Cf,11J23,1,30,6,27.03,28.06
1,Cf,11J23,2,30,6,27.94,27.2
1,Cf,11J23,3,30,6,28.18,28.9
1,Cf,12D46,1,30,6,26.4,26.49
1,Cf,12D46,2,30,6,26.77,26.72
1,Cf,12D46,3,30,6,26.72,26.64
1,Cf,12J05,1,30,6,26.09,26.06
1,Cf,12J05,2,30,6,26.91,26.24
1,Cf,12J05,3,30,6,26.5,26.25
1,Cf,12J41,1,30,6,22.03,23.18
1,Cf,12J41,2,30,6,25.39,26.84
1,Cf,12J41,3,30,6,26.77,26.2
1,Cf,11K11,1,35,6,4,4
1,Cf,11K11,2,35,6,4,4
1,Cf,11K11,3,35,6,4,4
1,Cf,11K17,1,35,6,4,4
1,Cf,11K17,2,35,6,4,4
1,Cf,11K17,3,35,6,4,4
1,Cf,11J23,1,35,6,4,4
1,Cf,11J23,2,35,6,4,4
1,Cf,11J23,3,35,6,4,4
1,Cf,12D46,1,35,6,4,4
1,Cf,12D46,2,35,6,4,4
1,Cf,12D46,3,35,6,4,4
1,Cf,12J05,1,35,6,4,4
1,Cf,12J05,2,35,6,4,4
1,Cf,12J05,3,35,6,4,4
1,Cf,12J41,1,35,6,4,4
1,Cf,12J41,2,35,6,4,4
1,Cf,12J41,3,35,6,4,4
1,Cf,11K11,1,10,7,9.62,8.99
1,Cf,11K11,2,10,7,8.48,9.06
1,Cf,11K11,3,10,7,9.3,9.87
1,Cf,11K17,1,10,7,12.13,11.67
1,Cf,11K17,2,10,7,8.16,8.75
1,Cf,11K17,3,10,7,9.23,8.84
1,Cf,11J23,1,10,7,10.16,10.41
1,Cf,11J23,2,10,7,12.23,11.29
1,Cf,11J23,3,10,7,14.49,12.48
1,Cf,12D46,1,10,7,12.08,11.33
1,Cf,12D46,2,10,7,9.21,9.03
1,Cf,12D46,3,10,7,7.74,7.79
1,Cf,12J05,1,10,7,8.1,8.23
1,Cf,12J05,2,10,7,8.82,7.21
1,Cf,12J05,3,10,7,10.27,8.73
1,Cf,12J41,1,10,7,10.37,8.75
1,Cf,12J41,2,10,7,7.18,6.95
1,Cf,12J41,3,10,7,8.24,8.86
1,Cf,11K11,1,15,7,25.85,25.69
1,Cf,11K11,2,15,7,28.05,28.01
1,Cf,11K11,3,15,7,31.92,27.84
1,Cf,11K17,1,15,7,27.85,28.16
1,Cf,11K17,2,15,7,27.94,29.04
1,Cf,11K17,3,15,7,28.59,28.24
1,Cf,11J23,1,15,7,28.09,28.13
1,Cf,11J23,2,15,7,29.42,29.2
1,Cf,11J23,3,15,7,28.31,28.41
1,Cf,12D46,1,15,7,27.5,27.46
1,Cf,12D46,2,15,7,28.99,29.03
1,Cf,12D46,3,15,7,28.87,28.74
1,Cf,12J05,1,15,7,26.17,25.45
1,Cf,12J05,2,15,7,26.65,27.37
1,Cf,12J05,3,15,7,27.02,27.46
1,Cf,12J41,1,15,7,23.39,22.31
1,Cf,12J41,2,15,7,24.74,22.99
1,Cf,12J41,3,15,7,23.36,24.17
1,Cf,11K11,1,20,7,35.93,36.9
1,Cf,11K11,2,20,7,36.81,38.21
1,Cf,11K11,3,20,7,35.59,36.31
1,Cf,11K17,1,20,7,37.48,38.58
1,Cf,11K17,2,20,7,38.54,38.32
1,Cf,11K17,3,20,7,37.69,37.55
1,Cf,11J23,1,20,7,37.95,37.98
1,Cf,11J23,2,20,7,37.5,38.45
1,Cf,11J23,3,20,7,38.49,38.27
1,Cf,12D46,1,20,7,38.57,38.05
1,Cf,12D46,2,20,7,37.81,38.57
1,Cf,12D46,3,20,7,37.3,36.72
1,Cf,12J05,1,20,7,36.7,36.3
1,Cf,12J05,2,20,7,36.9,36.24
1,Cf,12J05,3,20,7,35.68,35.9
1,Cf,12J41,1,20,7,34.3,32.54
1,Cf,12J41,2,20,7,33.93,34.57
1,Cf,12J41,3,20,7,37.05,34.77
1,Cf,11K11,1,25,7,47.39,47.94
1,Cf,11K11,2,25,7,48.89,48.13
1,Cf,11K11,3,25,7,49.31,48.34
1,Cf,11K17,1,25,7,48.97,48.24
1,Cf,11K17,2,25,7,49.15,51.67
1,Cf,11K17,3,25,7,49.75,49.37
1,Cf,11J23,1,25,7,49.23,49.35
1,Cf,11J23,2,25,7,50.32,50.27
1,Cf,11J23,3,25,7,50.65,50.39
1,Cf,12D46,1,25,7,48.03,48.53
1,Cf,12D46,2,25,7,49.27,48.2
1,Cf,12D46,3,25,7,50.95,50.57
1,Cf,12J05,1,25,7,47.49,48.07
1,Cf,12J05,2,25,7,49.49,48.58
1,Cf,12J05,3,25,7,48.69,48.99
1,Cf,12J41,1,25,7,47.01,46.33
1,Cf,12J41,2,25,7,49.77,48.85
1,Cf,12J41,3,25,7,48.49,48.83
1,Cf,11K11,1,30,7,30.4,29.93
1,Cf,11K11,2,30,7,30.37,30.43
1,Cf,11K11,3,30,7,29.73,30.34
1,Cf,11K17,1,30,7,30.04,29.73
1,Cf,11K17,2,30,7,30.09,30.34
1,Cf,11K17,3,30,7,30.21,30.71
1,Cf,11J23,1,30,7,31.1,31.72
1,Cf,11J23,2,30,7,30.83,31.5
1,Cf,11J23,3,30,7,32.64,32.02
1,Cf,12D46,1,30,7,30.33,30.31
1,Cf,12D46,2,30,7,30.86,30.94
1,Cf,12D46,3,30,7,30.29,30.19
1,Cf,12J05,1,30,7,30.06,29.79
1,Cf,12J05,2,30,7,30.42,29.78
1,Cf,12J05,3,30,7,30.17,29.73
1,Cf,12J41,1,30,7,26.48,24.67
1,Cf,12J41,2,30,7,28.32,30.5
1,Cf,12J41,3,30,7,29.76,29.41
1,Cf,11K11,1,35,7,4,4
1,Cf,11K11,2,35,7,4,4
1,Cf,11K11,3,35,7,4,4
1,Cf,11K17,1,35,7,4,4
1,Cf,11K17,2,35,7,4,4
1,Cf,11K17,3,35,7,4,4
1,Cf,11J23,1,35,7,4,4
1,Cf,11J23,2,35,7,4,4
1,Cf,11J23,3,35,7,4,4
1,Cf,12D46,1,35,7,4,4
1,Cf,12D46,2,35,7,4,4
1,Cf,12D46,3,35,7,4,4
1,Cf,12J05,1,35,7,4,4
1,Cf,12J05,2,35,7,4,4
1,Cf,12J05,3,35,7,4,4
1,Cf,12J41,1,35,7,4,4
1,Cf,12J41,2,35,7,4,4
1,Cf,12J41,3,35,7,4,4
2,Cf,11K11,1,10,1,4,4
2,Cf,11K11,2,10,1,4,4
2,Cf,11K11,3,10,1,4,4
2,Cf,11K17,1,10,1,4,4
2,Cf,11K17,2,10,1,4,4
2,Cf,11K17,3,10,1,4,4
2,Cf,11J23,1,10,1,4,4
2,Cf,11J23,2,10,1,4,4
2,Cf,11J23,3,10,1,4,4
2,Cf,12D46,1,10,1,4,4
2,Cf,12D46,2,10,1,4,4
2,Cf,12D46,3,10,1,4,4
2,Cf,12J05,1,10,1,4,4
2,Cf,12J05,2,10,1,4,4
2,Cf,12J05,3,10,1,4,4
2,Cf,12J41,1,10,1,4,4
2,Cf,12J41,2,10,1,4,4
2,Cf,12J41,3,10,1,4,4
2,Cf,11K11,1,15,1,4.03,4
2,Cf,11K11,2,15,1,4.1,4.09
2,Cf,11K11,3,15,1,4.07,4.01
2,Cf,11K17,1,15,1,4.5,4.31
2,Cf,11K17,2,15,1,4.53,4.57
2,Cf,11K17,3,15,1,4.55,4.25
2,Cf,11J23,1,15,1,4.54,4.51
2,Cf,11J23,2,15,1,4.31,4.5
2,Cf,11J23,3,15,1,4.1,4.04
2,Cf,12D46,1,15,1,4,4.03
2,Cf,12D46,2,15,1,4,4
2,Cf,12D46,3,15,1,4,4
2,Cf,12J05,1,15,1,4.02,4
2,Cf,12J05,2,15,1,4,4
2,Cf,12J05,3,15,1,4.08,4.09
2,Cf,12J41,1,15,1,4.01,4.03
2,Cf,12J41,2,15,1,4,4
2,Cf,12J41,3,15,1,4,4
2,Cf,11K11,1,20,1,5.56,5.11
2,Cf,11K11,2,20,1,5.17,4.7
2,Cf,11K11,3,20,1,6.66,5.5
2,Cf,11K17,1,20,1,6.64,6.58
2,Cf,11K17,2,20,1,6.8,6.57
2,Cf,11K17,3,20,1,6.54,6.34
2,Cf,11J23,1,20,1,6.74,6.75
2,Cf,11J23,2,20,1,5.96,5.87
2,Cf,11J23,3,20,1,6.46,6.42
2,Cf,12D46,1,20,1,4.61,4.73
2,Cf,12D46,2,20,1,4.62,4.71
2,Cf,12D46,3,20,1,4.89,4.75
2,Cf,12J05,1,20,1,4.25,4.3
2,Cf,12J05,2,20,1,4.75,4.82
2,Cf,12J05,3,20,1,4.61,4.6
2,Cf,12J41,1,20,1,4.69,4.53
2,Cf,12J41,2,20,1,4.75,4.8
2,Cf,12J41,3,20,1,4.37,4.56
2,Cf,11K11,1,25,1,6.63,6.59
2,Cf,11K11,2,25,1,7.52,7.35
2,Cf,11K11,3,25,1,8.46,8.17
2,Cf,11K17,1,25,1,8.55,8.42
2,Cf,11K17,2,25,1,8.41,8.45
2,Cf,11K17,3,25,1,8.23,8.46
2,Cf,11J23,1,25,1,7.81,7.93
2,Cf,11J23,2,25,1,8.4,8.34
2,Cf,11J23,3,25,1,8.69,8.57
2,Cf,12D46,1,25,1,7.89,7.52
2,Cf,12D46,2,25,1,7.36,7.12
2,Cf,12D46,3,25,1,7.42,7.43
2,Cf,12J05,1,25,1,6.4,6.3
2,Cf,12J05,2,25,1,7.56,6.94
2,Cf,12J05,3,25,1,6.92,7.01
2,Cf,12J41,1,25,1,7.27,7.54
2,Cf,12J41,2,25,1,8.38,8.21
2,Cf,12J41,3,25,1,6.63,6.79
2,Cf,11K11,1,30,1,4.55,4.75
2,Cf,11K11,2,30,1,5.08,4.96
2,Cf,11K11,3,30,1,5.96,5.62
2,Cf,11K17,1,30,1,6.77,6.93
2,Cf,11K17,2,30,1,7.27,7.04
2,Cf,11K17,3,30,1,7,6.42
2,Cf,11J23,1,30,1,7.3,7.06
2,Cf,11J23,2,30,1,7.14,7.17
2,Cf,11J23,3,30,1,6.94,6.8
2,Cf,12D46,1,30,1,6.49,6.47
2,Cf,12D46,2,30,1,6.55,6.64
2,Cf,12D46,3,30,1,6.71,6.15
2,Cf,12J05,1,30,1,4.13,4.27
2,Cf,12J05,2,30,1,4.58,4.73
2,Cf,12J05,3,30,1,4.26,4.51
2,Cf,12J41,1,30,1,5.93,5.63
2,Cf,12J41,2,30,1,5.23,5.07
2,Cf,12J41,3,30,1,5.3,5.32
2,Cf,11K11,1,35,1,4,4
2,Cf,11K11,2,35,1,4,4
2,Cf,11K11,3,35,1,4,4
2,Cf,11K17,1,35,1,4,4
2,Cf,11K17,2,35,1,4,4
2,Cf,11K17,3,35,1,4,4
2,Cf,11J23,1,35,1,4,4
2,Cf,11J23,2,35,1,4,4
2,Cf,11J23,3,35,1,4,4
2,Cf,12D46,1,35,1,4,4
2,Cf,12D46,2,35,1,4,4
2,Cf,12D46,3,35,1,4,4
2,Cf,12J05,1,35,1,4,4
2,Cf,12J05,2,35,1,4,4
2,Cf,12J05,3,35,1,4,4
2,Cf,12J41,1,35,1,4,4
2,Cf,12J41,2,35,1,4,4
2,Cf,12J41,3,35,1,4,4
2,Cf,11K11,1,10,2,4,4
2,Cf,11K11,2,10,2,4.1,4
2,Cf,11K11,3,10,2,4,4
2,Cf,11K17,1,10,2,4,4
2,Cf,11K17,2,10,2,4,4
2,Cf,11K17,3,10,2,4,4.11
2,Cf,11J23,1,10,2,4.02,4
2,Cf,11J23,2,10,2,4.05,4.09
2,Cf,11J23,3,10,2,4.04,4.11
2,Cf,12D46,1,10,2,4,4
2,Cf,12D46,2,10,2,4,4
2,Cf,12D46,3,10,2,4,4
2,Cf,12J05,1,10,2,4,4
2,Cf,12J05,2,10,2,4,4
2,Cf,12J05,3,10,2,4,4
2,Cf,12J41,1,10,2,4,4
2,Cf,12J41,2,10,2,4,4
2,Cf,12J41,3,10,2,4,4
2,Cf,11K11,1,15,2,4.93,4.82
2,Cf,11K11,2,15,2,6.3,5.23
2,Cf,11K11,3,15,2,5.77,6.4
2,Cf,11K17,1,15,2,6.13,6.16
2,Cf,11K17,2,15,2,6.92,6.2
2,Cf,11K17,3,15,2,5.62,5.99
2,Cf,11J23,1,15,2,6.59,6.95
2,Cf,11J23,2,15,2,6.77,7
2,Cf,11J23,3,15,2,6.35,6.14
2,Cf,12D46,1,15,2,5.49,4.15
2,Cf,12D46,2,15,2,5.12,4.8
2,Cf,12D46,3,15,2,5.33,4.84
2,Cf,12J05,1,15,2,5.49,5.06
2,Cf,12J05,2,15,2,4.31,4.26
2,Cf,12J05,3,15,2,5.55,5.63
2,Cf,12J41,1,15,2,5.1,5.05
2,Cf,12J41,2,15,2,5.3,5.02
2,Cf,12J41,3,15,2,5.53,6.15
2,Cf,11K11,1,20,2,10.73,10.27
2,Cf,11K11,2,20,2,10.9,10.25
2,Cf,11K11,3,20,2,11.83,10.93
2,Cf,11K17,1,20,2,11.14,11.73
2,Cf,11K17,2,20,2,11.67,11.58
2,Cf,11K17,3,20,2,11.88,11.97
2,Cf,11J23,1,20,2,12,11.4
2,Cf,11J23,2,20,2,11.98,11.3
2,Cf,11J23,3,20,2,11.58,11.95
2,Cf,12D46,1,20,2,9.69,9.96
2,Cf,12D46,2,20,2,9.58,9.18
2,Cf,12D46,3,20,2,9.02,9.73
2,Cf,12J05,1,20,2,9.65,8.87
2,Cf,12J05,2,20,2,10.01,9.74
2,Cf,12J05,3,20,2,9.61,9.83
2,Cf,12J41,1,20,2,9.3,9.1
2,Cf,12J41,2,20,2,10.69,10.45
2,Cf,12J41,3,20,2,9,9.35
2,Cf,11K11,1,25,2,11.86,11.3
2,Cf,11K11,2,25,2,12.89,13.02
2,Cf,11K11,3,25,2,13.8,13.84
2,Cf,11K17,1,25,2,14.24,13.82
2,Cf,11K17,2,25,2,13.74,13.02
2,Cf,11K17,3,25,2,13.13,13.07
2,Cf,11J23,1,25,2,12.86,12.87
2,Cf,11J23,2,25,2,13.51,14.09
2,Cf,11J23,3,25,2,13.89,14.12
2,Cf,12D46,1,25,2,12.72,12.43
2,Cf,12D46,2,25,2,12.09,12.38
2,Cf,12D46,3,25,2,12.65,12.9
2,Cf,12J05,1,25,2,11.37,12
2,Cf,12J05,2,25,2,11.53,12.67
2,Cf,12J05,3,25,2,11.89,11.75
2,Cf,12J41,1,25,2,12.55,12.71
2,Cf,12J41,2,25,2,12.9,13.39
2,Cf,12J41,3,25,2,12,12.29
2,Cf,11K11,1,30,2,8.14,8.23
2,Cf,11K11,2,30,2,8.08,8.63
2,Cf,11K11,3,30,2,9.06,8.89
2,Cf,11K17,1,30,2,10.02,10.06
2,Cf,11K17,2,30,2,10.03,10.17
2,Cf,11K17,3,30,2,9.75,10.1
2,Cf,11J23,1,30,2,10.53,10.29
2,Cf,11J23,2,30,2,10.14,10.56
2,Cf,11J23,3,30,2,10.15,10.32
2,Cf,12D46,1,30,2,9.86,9.62
2,Cf,12D46,2,30,2,10.08,9.94
2,Cf,12D46,3,30,2,9.83,9.47
2,Cf,12J05,1,30,2,8.58,6.81
2,Cf,12J05,2,30,2,7.76,7.88
2,Cf,12J05,3,30,2,7.39,6.89
2,Cf,12J41,1,30,2,9.24,9
2,Cf,12J41,2,30,2,8.22,8.41
2,Cf,12J41,3,30,2,8.91,8.67
2,Cf,11K11,1,35,2,4,4
2,Cf,11K11,2,35,2,4,4
2,Cf,11K11,3,35,2,4,4
2,Cf,11K17,1,35,2,4,4
2,Cf,11K17,2,35,2,4,4
2,Cf,11K17,3,35,2,4,4
2,Cf,11J23,1,35,2,4,4
2,Cf,11J23,2,35,2,4,4
2,Cf,11J23,3,35,2,NA,NA
2,Cf,12D46,1,35,2,4,4
2,Cf,12D46,2,35,2,4,4
2,Cf,12D46,3,35,2,4,4
2,Cf,12J05,1,35,2,4,4
2,Cf,12J05,2,35,2,4,4
2,Cf,12J05,3,35,2,4,4
2,Cf,12J41,1,35,2,4,4
2,Cf,12J41,2,35,2,4,4
2,Cf,12J41,3,35,2,4,4
2,Cf,11K11,1,10,3,4.55,4.54
2,Cf,11K11,2,10,3,4.43,4.31
2,Cf,11K11,3,10,3,4.33,4.02
2,Cf,11K17,1,10,3,4.93,4.68
2,Cf,11K17,2,10,3,4.19,4.03
2,Cf,11K17,3,10,3,4.14,4.2
2,Cf,11J23,1,10,3,4.79,4.78
2,Cf,11J23,2,10,3,4.72,4.71
2,Cf,11J23,3,10,3,4.72,4.62
2,Cf,12D46,1,10,3,4,4
2,Cf,12D46,2,10,3,4,4
2,Cf,12D46,3,10,3,4,4
2,Cf,12J05,1,10,3,4.56,4
2,Cf,12J05,2,10,3,4.44,4
2,Cf,12J05,3,10,3,4.01,4
2,Cf,12J41,1,10,3,4.02,4.29
2,Cf,12J41,2,10,3,4.07,4.47
2,Cf,12J41,3,10,3,4.11,4.24
2,Cf,11K11,1,15,3,9.57,8.3
2,Cf,11K11,2,15,3,10.17,9.5
2,Cf,11K11,3,15,3,10.4,10.91
2,Cf,11K17,1,15,3,10.3,10.13
2,Cf,11K17,2,15,3,11.71,11.23
2,Cf,11K17,3,15,3,9.51,10.23
2,Cf,11J23,1,15,3,11.2,10.74
2,Cf,11J23,2,15,3,11.04,11.17
2,Cf,11J23,3,15,3,10.6,10.07
2,Cf,12D46,1,15,3,8.9,7.28
2,Cf,12D46,2,15,3,8.73,7.67
2,Cf,12D46,3,15,3,8.48,7.32
2,Cf,12J05,1,15,3,9.49,8.65
2,Cf,12J05,2,15,3,9.3,8.44
2,Cf,12J05,3,15,3,7.66,6.98
2,Cf,12J41,1,15,3,9.1,8.92
2,Cf,12J41,2,15,3,8.86,8.19
2,Cf,12J41,3,15,3,9.83,9.26
2,Cf,11K11,1,20,3,17.03,16.93
2,Cf,11K11,2,20,3,16.04,16.53
2,Cf,11K11,3,20,3,18.35,17.05
2,Cf,11K17,1,20,3,17.91,18.14
2,Cf,11K17,2,20,3,18.89,18.04
2,Cf,11K17,3,20,3,18.55,18.42
2,Cf,11J23,1,20,3,18.34,17.93
2,Cf,11J23,2,20,3,18.41,17.88
2,Cf,11J23,3,20,3,17.94,18.51
2,Cf,12D46,1,20,3,15.38,15.92
2,Cf,12D46,2,20,3,16.27,15.32
2,Cf,12D46,3,20,3,16.08,15.18
2,Cf,12J05,1,20,3,15.43,15.58
2,Cf,12J05,2,20,3,16.25,15.83
2,Cf,12J05,3,20,3,15.67,15.92
2,Cf,12J41,1,20,3,15.16,15.2
2,Cf,12J41,2,20,3,16.26,16.04
2,Cf,12J41,3,20,3,15.98,15.87
2,Cf,11K11,1,25,3,19.37,18.34
2,Cf,11K11,2,25,3,20.34,20.37
2,Cf,11K11,3,25,3,21.59,21.75
2,Cf,11K17,1,25,3,21.29,21.61
2,Cf,11K17,2,25,3,21.01,21.18
2,Cf,11K17,3,25,3,21.04,21.08
2,Cf,11J23,1,25,3,20.84,20.55
2,Cf,11J23,2,25,3,21.2,20.98
2,Cf,11J23,3,25,3,21.74,21.72
2,Cf,12D46,1,25,3,20.6,19.86
2,Cf,12D46,2,25,3,19.35,20.23
2,Cf,12D46,3,25,3,20.66,20.55
2,Cf,12J05,1,25,3,19.33,19.29
2,Cf,12J05,2,25,3,19.74,19.97
2,Cf,12J05,3,25,3,19.16,19.23
2,Cf,12J41,1,25,3,20.06,19.79
2,Cf,12J41,2,25,3,20.86,21.09
2,Cf,12J41,3,25,3,19.04,18.82
2,Cf,11K11,1,30,3,13.51,12.1
2,Cf,11K11,2,30,3,13.25,12.72
2,Cf,11K11,3,30,3,13.92,13.42
2,Cf,11K17,1,30,3,14.7,14.33
2,Cf,11K17,2,30,3,15.06,14.97
2,Cf,11K17,3,30,3,14.78,14.5
2,Cf,11J23,1,30,3,15.14,14.7
2,Cf,11J23,2,30,3,14.99,15.38
